label,statement,job_title,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context
0,the incandescent light bulb has no effect whatever on the planet,15,5,7.0,6.0,3.0,5.0,1.0,12
2,ten times no republican candidate for president had enough delegates to claim the nomination before the partys convention and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party,2,0,9.0,8.0,10.0,18.0,3.0,1
0,the presidents plan even after the end of its withdrawal timeline is reached will leave in place up to  us troops,0,0,31.0,39.0,31.0,37.0,8.0,3
2,says texas does not regulate the appearance of some kinds of imitation firearms sold in texas,15,1,0.0,0.0,1.0,1.0,0.0,1
1,says that when adjusted for inflation and population growth state general revenue spending has decreased  percent on his watch,2,0,8.0,8.0,10.0,5.0,5.0,7
3,one out of  minimumwage workers in the us live in texas,15,1,1.0,1.0,0.0,1.0,0.0,13
1,republicans would give seniors a medicare voucher that limits whats covered costing seniors as much as  more a year,15,1,1.0,0.0,1.0,3.0,1.0,3
5,donald trump is appealing as much to democrats as he is to republicans,15,0,1.0,1.0,1.0,2.0,1.0,13
3,ninetyfive percent of oregonians now have health insurance coverage tens of thousands for the very first time,2,1,1.0,1.0,4.0,4.0,0.0,6
4,the sales tax increase if approved will cost taxpayers up to  million per year in perpetuity to finance a rail system for the city of tampa,15,2,1.0,0.0,0.0,0.0,0.0,10
2,says that in his book rick perry said that social security is unconstitutional,2,0,34.0,32.0,58.0,33.0,19.0,7
0,more lives have been lost because of the war with the drug cartels in juarez alone just a few blocks from the united states of america than have been lost in the war in afghanistan,2,0,11.0,3.0,8.0,6.0,5.0,1
1,a gas tax holiday is a gimmick that every economist says will just go into the pockets of the oil companies,1,1,70.0,71.0,160.0,163.0,9.0,13
3,during the civil war more than  ohioans served in the union army  more per capita than any other state,6,0,0.0,0.0,1.0,0.0,0.0,13
3,the national debt has gone up by  during the isner v mahut match,15,0,1.0,1.0,1.0,0.0,0.0,5
1,says that mitt romneys response to the crisis in the auto industry was let detroit go bankrupt,2,1,1.0,0.0,3.0,2.0,0.0,3
2,ninetysix percent of the last session us rep henry cuellar voted with nancy pelosi,15,0,0.0,0.0,0.0,1.0,0.0,3
1,multnomah county has faced  straight years of cuts,15,2,0.0,0.0,1.0,0.0,0.0,3
0,on sequestration,15,0,9.0,6.0,4.0,4.0,4.0,7
1,i have now put out all of my emails,1,1,40.0,29.0,69.0,76.0,7.0,12
3,says the city of portland has one manager for every six frontline workers,7,1,1.0,1.0,0.0,4.0,0.0,13
3,georgia ranks th for women serving in elected state and federal offices,15,2,0.0,0.0,0.0,0.0,0.0,13
0,says president barack obama neversaid no boots on the ground in syria,15,1,0.0,1.0,0.0,0.0,0.0,13
3,six justices on the us supreme court have been confirmed in presidential election years since ,15,1,3.0,4.0,4.0,3.0,1.0,5
3,sen obama has never taken on his party leaders on a single major issue,0,0,31.0,39.0,31.0,37.0,8.0,13
0,says president obamas grandmother in kenya said he was born in kenya and she was there and witnessed the birth,1,0,63.0,114.0,51.0,37.0,61.0,1
3,when i served as city commissioner we made great strides we successfully fought for and won adding women and people of color to the fire bureau,1,2,1.0,1.0,0.0,0.0,0.0,13
1,says the federal government is spending  to subsidize pancakes for yuppies in washington,15,0,3.0,2.0,2.0,0.0,1.0,6
4,the man who was in charge of the investigation of hillary clinton accepted essentially from hillary clinton  that went to his wife,1,0,63.0,114.0,51.0,37.0,61.0,3
2,over  percent of the scientific community believe that humans are contributing to climate change,15,1,1.0,2.0,1.0,3.0,0.0,11
1,there are currently delays of up to six months in the processing of dna evidence at the state run crime lab,12,0,2.0,0.0,3.0,1.0,0.0,11
3,we have lost  jobs over the period of the last  years only michigan and california have done worse,2,0,9.0,8.0,10.0,18.0,3.0,1
3,the health care bill will subsidize families of four that make more than  a year,0,0,2.0,0.0,1.0,0.0,0.0,1
0,says an estimate that texas will face an  billion budget gap is a number that somebody just reached up in the air and grabbed,2,0,30.0,30.0,42.0,23.0,18.0,1
2,the most private question on this years form asks for an individuals race and that question has been asked by every census since the  census conducted under thenpresident george washington,13,0,0.0,1.0,0.0,2.0,0.0,11
0,on whether he would run for us senate in ,4,0,3.0,3.0,1.0,3.0,1.0,13
1,says opposing the paycheck fairness act is part of the koch brothers agenda,4,1,0.0,0.0,1.0,0.0,0.0,2
4,says he never said he wanted to move social security back to the states,2,0,30.0,30.0,42.0,23.0,18.0,7
2,mccain called for less regulation times just this year,1,1,70.0,71.0,160.0,163.0,9.0,13
1,this past legislative session we passed out of the legislature a resolution requiring congress to pass a balancedbudget amendment to the us constitution,2,0,8.0,8.0,10.0,5.0,5.0,6
2,our tax rates are lower now than they were under ronald reagan theyre much lower than they were under dwight eisenhower,1,1,70.0,71.0,160.0,163.0,9.0,13
0,thirtyseven percent of central falls retired police officers and firefighters are out on disability pensions in most municipalities about  percent of retirees collect disability pensions,15,4,0.0,1.0,0.0,0.0,0.0,13
3,in   percent of those who voted early on the last sunday before election day were africanamerican while  percent were hispanic,4,1,0.0,1.0,0.0,0.0,0.0,2
1,theres a  percent to  percent overhead in medicare the insurance companies have a  percent to  percent overhead,0,1,2.0,0.0,3.0,4.0,1.0,1
3,  new provisions obamacare charges the irs with implementing according to the government accountability office,15,0,0.0,0.0,0.0,0.0,0.0,5
1,josh mandel used to be prochoice now hes antichoice he used to be sympathetic towards gay and lesbians and now hes not,2,1,2.0,6.0,7.0,4.0,1.0,1
4,obamacarecaused paperwork will annually absorb  million hours or moreand mount rushmore could be built  times over with the paperwork,10,0,36.0,33.0,15.0,19.0,8.0,13
4,fifty percent of our students who enter higher education need to take remedial courses because they are not prepared for collegelevel work,15,1,1.0,0.0,1.0,2.0,0.0,13
3,we have over  weapons firearms in this country thats almost as big as the population,2,1,0.0,0.0,0.0,1.0,0.0,1
4,both cruz andrubio are missing the vast majority of their votes,15,0,7.0,8.0,10.0,12.0,3.0,1
2,the five taliban detainees being released from guantanamo in exchange for captured army sgt bowe bergdahl are the hardest of the hardcore these are the highest highrisk people,0,0,31.0,39.0,31.0,37.0,8.0,1
2,says women who need a sonogram in the eighth to th week of pregnancy have to get a transvaginal sonogram,15,1,0.0,0.0,0.0,1.0,0.0,13
0,theres still about  billion or  billion of the stimulus plan that has not been spent why dont we stop it,15,0,13.0,22.0,11.0,4.0,2.0,1
2,of the topfive cities for staged automobile accidents three are in florida we rank no  in the country in staged auto accidents,6,0,0.0,1.0,1.0,1.0,0.0,13
1,for years now we have spent more money than we have taken in,15,1,0.0,0.0,1.0,0.0,0.0,11
4,senate democrats who left the state for weeks to delay a vote on union bargaining power exercised a wisconsin filibuster provided by the states constitution,15,1,6.0,5.0,0.0,1.0,1.0,4
3,harry reid was against the nuclear option before he was for it mitch mcconnell was for it before he was against it president obama was against it before he was for it,15,3,0.0,0.0,2.0,4.0,0.0,12
1,says david dewhurst went out for drinks during senate debate on abortion bill,15,0,0.0,1.0,4.0,3.0,1.0,1
3,the walton family of walmart  this one family owns more wealth than the bottom  percent of the american people,0,3,18.0,12.0,22.0,41.0,0.0,6
4,cuccinelli wants to make all abortion illegal even in cases of rape and incest even to protect a womans health,2,1,12.0,6.0,2.0,2.0,3.0,4
0,says rand paul thinks drugdealing theft burglary and prostitution should be decriminalized,12,1,0.0,1.0,0.0,2.0,0.0,6
1,the overwhelming amount of the money that were raisingis not going to hillary clinton to run for president its going to the congressmen and senators to try to take back congress,15,1,0.0,0.0,1.0,0.0,0.0,1
0,when sarah palin was in government barack obama was a community organizer,0,0,31.0,39.0,31.0,37.0,8.0,13
1,about half the people who would qualify for medicaid expansion in florida can buy a health care plan for  a month on the federal health care exchange,7,0,2.0,3.0,4.0,3.0,0.0,1
5,until the new iran deal china and russia have never voted with us at the un on any sanctions on iran in the past,15,1,3.0,7.0,11.0,2.0,3.0,1
0,insurers delayed an illinois mans treatment and he died because of it,1,1,70.0,71.0,160.0,163.0,9.0,3
2,says hillary clinton supported north american free trade agreement and she supported chinas entrance into the world trade organization she supported the jobkilling trade deal with south korea she supported the transpacific partnership,1,0,63.0,114.0,51.0,37.0,61.0,3
2,says there are ohio turnpike workers getting paid  a year to collect tolls that machines might collect,2,0,9.0,8.0,10.0,18.0,3.0,13
4,since being elected tom barrett has dumped  billion gallons of raw sewage into lake michigan,9,0,26.0,41.0,32.0,40.0,11.0,0
3,an audit shows there are  million people who have active social security numbers who are  years of age or older,0,1,3.0,1.0,6.0,3.0,0.0,0
1,both china and japan have surpassed us with japanese cars now getting an average of  miles to the gallon,1,1,70.0,71.0,160.0,163.0,9.0,13
5,this administration is slashing the navy to pay for more obamacare,15,0,2.0,3.0,2.0,2.0,1.0,7
1,since president obama took office our federal spending has increased by nearly  percent and our national debt has increased by almost  percent,4,0,5.0,3.0,4.0,1.0,1.0,6
1,the election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting everything else in this bill is discretionary,6,1,0.0,0.0,2.0,1.0,0.0,13
3,says president barack obama will not utter the words radical islamic terrorism and as matter of policy nobody in the administration will say the words radical islamic terrorism,10,0,36.0,33.0,15.0,19.0,8.0,8
3,more than  percent of minimumwage earners are women,15,1,3.0,7.0,11.0,2.0,3.0,8
1,president barack obama deserves to be called the most successful food stamp president in american history because  million americans are on food stamps,15,0,16.0,15.0,20.0,10.0,11.0,1
0,under the obama plan    all the health care in this country is eventually going to be run by the government,0,0,2.0,3.0,3.0,2.0,0.0,1
2,says obama called medicaid broken four years ago,2,0,30.0,30.0,42.0,23.0,18.0,3
2,in the us agreement with the cuban government no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy,0,0,33.0,24.0,32.0,35.0,5.0,8
0,ryan sittons company accepted over  in obama stimulus dollars,15,0,0.0,1.0,0.0,0.0,0.0,2
4,for four days in denver the democrats were afraid to use the words islamic terrorism,12,0,9.0,11.0,10.0,7.0,3.0,3
1,a former clinton administration official and other economists agree that if you keep extending these temporary unemployment benefits youre just going to extend joblessness even more,15,2,0.0,1.0,1.0,0.0,0.0,13
1,in the past decade k funding has grown six times faster than the rate of enrollment,2,0,6.0,5.0,7.0,6.0,3.0,12
4,cities like seattle have decided to ban food carts,15,2,1.0,0.0,0.0,0.0,0.0,13
2,creating  jobs in umatilla county has the same impact as  jobs in the metro region,2,1,1.0,1.0,4.0,4.0,0.0,2
1,will hbthreaten federal funding for public schools under title ix no according to a federal court which has looked at a similar issue,2,0,5.0,2.0,3.0,0.0,1.0,13
0,some of the things that megyn kelly said i didnt say,1,0,63.0,114.0,51.0,37.0,61.0,1
3,says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for american service members,15,1,7.0,4.0,5.0,4.0,1.0,11
3,sometimes i was the only no vote on the entire board,15,0,0.0,0.0,1.0,1.0,0.0,13
5,monica wehby and jason conger are causing devastating consequences for nearly  oregonians looking for work,10,1,0.0,0.0,0.0,0.0,1.0,0
5,after the usled military alliance ejected saddam husseins forces from kuwait in  the kuwaitis never paid us,1,0,63.0,114.0,51.0,37.0,61.0,8
1,the total state payroll has gone down the total amount of the number of workers in the state has gone down i like the fact that the bulk of that is just by retirements,2,0,9.0,8.0,10.0,18.0,3.0,13
0,we can fix our roads without raising taxes,15,5,0.0,1.0,0.0,0.0,0.0,4
4,says donald trump is against minimum wage,0,1,8.0,3.0,15.0,15.0,0.0,3
1,among the nations  largest metropolitan areas milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs,15,1,2.0,5.0,8.0,5.0,3.0,1
4,only three in  texas doctors are currently accepting new medicaid patients,2,0,30.0,30.0,42.0,23.0,18.0,2
0,says an appointed board created under obamacare will have the ability to come between you and your doctor in determining the best treatment options for you,11,0,0.0,3.0,1.0,2.0,2.0,13
4,says that over the past  years texas public school spending rose  percent and perpupil spending more than tripled when adjusted for inflation,15,0,2.0,0.0,1.0,0.0,1.0,13
0,david cicilline is the th most liberal person in the house of representatives,12,0,1.0,1.0,0.0,0.0,0.0,13
2,says us senate democrats have gone without any budget at all for more than  days,4,0,19.0,6.0,16.0,14.0,2.0,0
4,saysthe state department has had half a year to respond to a benghazi document request yet i have not gotten a single solitary scrap of paper,11,0,1.0,1.0,0.0,0.0,0.0,1
4,we confer more phds each year than any other university in america except berkeley,1,2,1.0,0.0,0.0,0.0,0.0,13
1, students attempt suicide every year on college campuses,15,2,0.0,0.0,1.0,0.0,0.0,13
2,for the first time in eight years our budget also increases funding for persons with disabilities by  million to help more disabled people receive communitybased services,2,0,28.0,23.0,38.0,34.0,7.0,3
2,the majority of the american people voted for a democratic house,15,1,0.0,1.0,3.0,4.0,0.0,13
3,we have the highest corporate tax rate in the world its  percent,15,0,2.0,4.0,1.0,0.0,0.0,1
3,says that in his first  months as president the united states doubled its worldleading  million a year commitment to fighting global aids,1,0,0.0,1.0,1.0,1.0,0.0,13
4,iranian mullahs took american hostages and they held the american hostages for  days the one hour in which they released them was the one hour in which ronald reagan was taking the oath of office ,12,0,9.0,11.0,10.0,7.0,3.0,4
4,mayor white has major stake in barnett shale production company,15,1,1.0,2.0,2.0,0.0,1.0,2
3,when we passed the stand your ground law we said it portends horrific events when peoples lives were put into these situations,6,1,0.0,0.0,0.0,1.0,0.0,1
2,the federal government has made investments in science and technology inventing the products that led to the creation of google,1,1,70.0,71.0,160.0,163.0,9.0,3
3,weve seen more antiwomens choice bills introduced in the first half of this session than weve seen in the last three general assemblies,15,1,0.0,1.0,2.0,3.0,0.0,8
1,says his administration put more border patrol agents on the usmexico border than at any time in history and the flow of undocumented workers across the border is actually lower than its been in  years,1,1,70.0,71.0,160.0,163.0,9.0,7
3,already this calendar year since january  we have had more than  people come across the border apprehended unauthorized,2,0,11.0,3.0,8.0,6.0,5.0,1
3,jim renacci tried to avoid paying taxes on nearly  million that he made,4,1,0.0,2.0,1.0,2.0,1.0,6
3,barack obama accepted  from executives and employees of oil companies,1,1,40.0,29.0,69.0,76.0,7.0,4
3,the unemployment rate among blacks in texas is   far more than double white unemployment  and wages have fallen for black workers in texas since ,15,2,0.0,0.0,0.0,0.0,0.0,2
2,over the past decade the big five oil companies  bp chevron conocophillips exxonmobil and shell  made a total profit of nearly  trillion,13,1,2.0,1.0,1.0,6.0,1.0,0
1,when mitt romney was governor the fact is that the average income for a family in massachusetts went up by ,15,0,2.0,3.0,2.0,2.0,1.0,1
1,twenty million americans are out of work,2,0,9.0,8.0,10.0,18.0,3.0,4
2,net immigration from mexico last year was zero factcheck me,2,1,3.0,1.0,10.0,4.0,0.0,7
2,the republican plan for tax cuts is to give each millionaire  the top  percent of income in this country   a year in tax cuts,11,1,6.0,5.0,4.0,11.0,1.0,3
0,a proposed revenue smart cap gives floridians a voice requiring a  percent vote by citizens in order to impose a new tax fee license fine charge or assessment,15,0,0.0,1.0,0.0,0.0,0.0,13
3,fourteen million americans mortgages are greater than the value of their homes,4,1,1.0,3.0,4.0,6.0,0.0,3
3,weve created more than  jobs more than all the other states combined,2,0,30.0,30.0,42.0,23.0,18.0,4
1,there is no reason to allocate  percent of bridge space to satisfy two percent of all travelers,1,5,0.0,0.0,1.0,1.0,0.0,13
3,anyone can die of a toothache,7,1,0.0,0.0,0.0,0.0,0.0,13
2,when republicans last controlled the presidency and congress the number of people on food stamps and the number of people in lowincome housing went through the roof,6,0,2.0,4.0,1.0,1.0,0.0,1
4,this year the austin city council granted a small homestead property tax exemption of  applied equally to everyone and we also granted an exemption for the elderly and the disabled members of the community,12,1,1.0,0.0,0.0,0.0,0.0,13
3,jason carter backed three of nathan deals budgets but accuses the governor of underfunding education,15,0,0.0,0.0,0.0,0.0,0.0,2
4,says president obama was wrong about muslims historical contributions to mankind such as algebra actually that was the ancient babylonians the compass that was the chinese pens the chinese again and medical discoveries,15,0,2.0,3.0,3.0,0.0,4.0,13
1,if parents dont have health insurance that senator obama wants them to have for their children they will be fined,0,0,31.0,39.0,31.0,37.0,8.0,13
0,says sixtytwo percent of small businesses over the last five years went under because they couldnt pay their health care bills,11,1,0.0,3.0,4.0,4.0,0.0,3
2,since welfare reform was signed into law the number of families living in extreme poverty has more than doubled,0,3,18.0,12.0,22.0,41.0,0.0,8
4,theres a tax credit of  to bond former inmates that an employer would get for hiring a convicted felon theres a federal bonding program  you can get  to  in federal money to hire a convicted felon and theres federal grants for felons to set up their own small businesses,15,4,1.0,0.0,0.0,0.0,0.0,1
0,on gay marriage,6,1,1.0,0.0,0.0,1.0,0.0,7
0,ann kuster supports the government takeover of healthcare which robs medicare of over  billion,4,0,3.0,2.0,0.0,0.0,0.0,13
2,the opportunity scholarship act would be funded directly from public school budgets so it would absolutely take money out of the public school system to transfer to private and religious schools,15,2,0.0,0.0,0.0,1.0,0.0,1
1,while rob portman relies on his super pac and a handful of billionaires to do his dirty work we dont have a super pac and quite frankly we dont want one that spends millions to spew out lies and distortions,2,1,2.0,6.0,7.0,4.0,1.0,6
4,this ebola is not as bad as sarswas in ,15,2,1.0,0.0,1.0,0.0,0.0,12
5,a couple of debates ago donald trump said if you dont support socialized health care youre heartless,10,0,36.0,33.0,15.0,19.0,8.0,7
0,its four or five states where the number of insurance options have narrowed under the affordable care act,4,1,7.0,9.0,8.0,15.0,3.0,1
4,ethanol reduced gas prices by  cents per gallon in  and if ethanol disappeared gas prices could rise by as much as  percent,15,2,1.0,0.0,0.0,0.0,0.0,13
2,the sequester wont consider whether were cutting some bloated program that has outlived its usefulness or a vital service that americans depend on every single day it doesnt make those distinctions,1,1,70.0,71.0,160.0,163.0,9.0,3
5,says campaign contributions to her rival for a state house seat was money intended for schoolchildren,15,0,0.0,0.0,0.0,0.0,1.0,13
0,says us house candidate carlos curbelo supported ending the medicare guarantee,15,1,0.0,2.0,0.0,0.0,0.0,11
0,in  barack obama directed project vote  an arm of acorn that also encouraged voter registration,0,0,31.0,39.0,31.0,37.0,8.0,6
1,in this country we have a  percent dropout rate,15,1,1.0,2.0,1.0,2.0,0.0,1
2,in the last seven years of my tenure texas created  million new jobs as a matter of fact without texas america would have lost  jobs,2,0,30.0,30.0,42.0,23.0,18.0,3
3,fleeing syria a million children are now refugees,0,0,31.0,39.0,31.0,37.0,8.0,1
1,right now our corrections department charges taxpayers between  and  a year per person we lock up she said thats actually cheap when you compare us to the rest of the country,2,0,1.0,3.0,4.0,0.0,1.0,1
4,says his patient option act is the only republican plan that completely repeals obamacare and it takes the federal bureaucrat out of decisions for you,13,0,4.0,8.0,3.0,2.0,1.0,13
2,says federal spending has increased  percent over the past three years,0,0,3.0,5.0,11.0,11.0,1.0,0
3,if the government shuts down all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available,4,0,0.0,1.0,1.0,0.0,1.0,13
2,more astronauts have been to the moon than farmers who paid the inheritance tax in ,15,3,0.0,3.0,1.0,5.0,0.0,13
1,solar and wind energy are both cheaper than nuclear right now,1,1,4.0,2.0,12.0,11.0,3.0,1
2,says hillary clinton wonhealth care for  million children,1,1,40.0,29.0,69.0,76.0,7.0,4
5,says abortion is the most common surgery in our country,15,2,0.0,0.0,0.0,0.0,1.0,1
2,income disparities in the united states are the worst since the s,13,1,1.0,2.0,1.0,5.0,0.0,0
4,the stimulus bill promised to keep unemployment under ,15,0,2.0,8.0,3.0,4.0,1.0,2
2,the university of texas is starting the first medical school at a major tier one university in the last  years,1,2,0.0,0.0,0.0,1.0,0.0,13
0,none of the polls being conducted right now have us on the top line none of them its always trump and clinton and then second question third question  if we were included in the top line as johnsontrumpclinton wed be at  percent,1,5,3.0,2.0,5.0,6.0,0.0,13
3, percent of american families make under  a year,1,1,70.0,71.0,160.0,163.0,9.0,3
2,says more than eight countries lead the united states in the percentage of college graduates,0,1,0.0,4.0,2.0,8.0,0.0,13
1,since the passage of the affordable care act us health care spending grew at  percent for the last three years the lowest growth rate in over  years,4,1,0.0,0.0,2.0,0.0,0.0,3
1,sanctuary cities such as philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally,15,0,3.0,2.0,2.0,1.0,0.0,13
2,under republicans recessions happen four times as frequently as under democrats,1,1,40.0,29.0,69.0,76.0,7.0,13
1,says donald trump in his campaign announcement speech also said and many of them mexicans are good people you keep leaving that out of your quote,2,0,8.0,10.0,12.0,5.0,0.0,7
1,republican bob donovan has run as a republican time and again,15,1,2.0,5.0,8.0,5.0,3.0,9
0,hedge fund managers and others in private equity pay much lower tax rates on their income than do truck drivers and teachers and nurses,4,1,5.0,5.0,7.0,4.0,0.0,1
0,it still had not gotten terrible on the roads by  to  pm tuesday,15,2,0.0,1.0,0.0,0.0,0.0,8
4,we came out against deepwater and everybody is now paying for the project in their electric bills,15,5,1.0,0.0,0.0,0.0,0.0,1
4,americans admire glenn beck more than they admire the pope,15,2,2.0,0.0,0.0,1.0,0.0,13
1,due to overincarceration in  two out of three young black men were in the workforce today its one out of three black men are in the workforce,15,1,1.0,0.0,1.0,1.0,0.0,1
3,four maybe five latinos have served on the austin city council,15,1,1.0,0.0,1.0,1.0,1.0,13
2,says because of his actions wisconsin property taxes today are lower than they were four years ago,9,0,26.0,41.0,32.0,40.0,11.0,3
2,says obama administration delay of health care laws employer mandate affects about  percent of the american workforce,0,1,1.0,3.0,1.0,3.0,0.0,1
0,says all my grandparents immigrated to america,1,1,40.0,29.0,69.0,76.0,7.0,13
4,said his mother had to fight with health insurance companies for treatment because of a preexisting condition,1,1,70.0,71.0,160.0,163.0,9.0,13
2,mike pence voted against expanding the childrens health insurance program which hillary helped to start,15,1,1.0,4.0,1.0,2.0,0.0,3
3,most state employees could pay twice as much toward their health care premiums and it would still be half the national average,9,0,26.0,41.0,32.0,40.0,11.0,3
0,mickey mouse was registered to vote in florida,7,0,0.0,1.0,0.0,0.0,0.0,12
2,giving the facts  jobs created  since  do you know how many direct jobs in the auto industry ,2,0,9.0,8.0,10.0,18.0,3.0,13
4,says hillary clinton and ralph northam label police as racists,15,0,2.0,1.0,0.0,0.0,0.0,5
3,most texans arent millionaires,15,1,0.0,0.0,0.0,0.0,0.0,3
2,the town of cumberland has its highest bond rating in history,15,1,0.0,0.0,1.0,2.0,0.0,3
1,since february  our economy has lost roughly  million private sector jobs while the federal government has grown by more than  jobs,15,0,13.0,22.0,11.0,4.0,2.0,13
2,ive seen life from the factory floor when i was working the graveyard shift and id be ankledeep in water at the murray ohio bicycle plant where i was running a machine that was so loud i couldnt hear myself yell if i wanted to,15,0,1.0,4.0,3.0,3.0,0.0,13
1,state medicaid expansion will save our treasury  billion over the next eight years,2,1,12.0,6.0,2.0,2.0,3.0,1
5,the us unemployment rate has been massaged its been doctored,2,0,30.0,30.0,42.0,23.0,18.0,13
3,if you printed a  bill for the entirety of the  trillion national debt the resulting pile of money would weigh more than  aircraft carriers,1,0,1.0,0.0,3.0,1.0,0.0,10
2,eighty out of  counties in ohio  have an auto manufacturing facility,4,1,7.0,9.0,8.0,15.0,3.0,1
1,what we have done with the patriot act weve given the government enormous powers weve given the government the right to reach deeply into peoples private lives into their business affairs without a court order,4,1,1.0,3.0,4.0,6.0,0.0,3
2,one in five women in the military are receiving unwanted sexual contact as are  percent of men,0,1,0.0,0.0,1.0,3.0,0.0,1
3,virginia spends less per student today than we did in ,15,1,0.0,0.0,0.0,0.0,0.0,3
1,do you know those former soviet bloc countries have all moved to flat taxes,4,0,0.0,0.0,2.0,0.0,0.0,3
3,more people hunt and fish in texas in a given year than attend the games of the dallas cowboys the dallas mavericks the houston texans and the houston rockets combined,15,0,0.0,1.0,4.0,3.0,1.0,1
0,one of the other inaccuracies is that we have raised taxes multiple times and run up the budget absolutely not true one tax increase since ive been in office it was a quarter mill tax in the unincorporated area only,15,2,0.0,1.0,0.0,0.0,0.0,13
4,some billionaires have a tax rate as low as  percent,1,1,70.0,71.0,160.0,163.0,9.0,3
0,the profit from automated traffic enforcement cameras is going to the private corporations not to the city or state,15,5,0.0,1.0,0.0,0.0,0.0,13
2,our unemployment rate is now lower than it was before the financial crisis,1,1,70.0,71.0,160.0,163.0,9.0,13
4,it is estimated that every  million spent on construction generates  new jobs,2,0,6.0,5.0,7.0,6.0,3.0,13
2,we have the highest corporate income tax in the world right now,1,5,3.0,2.0,5.0,6.0,0.0,7
2,i used tax cuts to help create over  jobs in new mexico,2,1,1.0,2.0,3.0,8.0,1.0,4
0,were broke we dont have any more money,9,0,26.0,41.0,32.0,40.0,11.0,8
3,again today ahmadinejad made light of  and said that hes not even sure it happened and that people actually died,1,1,40.0,29.0,69.0,76.0,7.0,4
4,says direct shipment of wine makes underage drinking as simple as a mouse click,15,1,1.0,1.0,0.0,0.0,0.0,13
4,under barack obama the last two years the number of federal limousines for bureaucrats has increased  percent,15,0,8.0,22.0,6.0,4.0,16.0,13
0,when i was us attorney we wound up putting  percent of the state legislature in jail during my seven years,2,0,10.0,17.0,27.0,19.0,8.0,13
2,sixty percent of americans now support legalizing marijuana,1,5,3.0,2.0,5.0,6.0,0.0,1
3,since being elected in  scott walker has given back over  of his salary to the county,9,0,26.0,41.0,32.0,40.0,11.0,6
2,bill clinton presided over the biggest expansion of the american economy since world war ii,0,1,8.0,3.0,15.0,15.0,0.0,7
4,when they passed obamacare they put a bailout fund in obamacare we led the effort and wiped out that bailout fund,0,0,33.0,24.0,32.0,35.0,5.0,7
0,david dewhurst has never once cut one penny from the state budget,10,0,36.0,33.0,15.0,19.0,8.0,4
5,wisconsin gov scott walkers move to limit collective bargaining rights has led to riots at the capitol  its like cairo has moved to madison these days,4,0,19.0,6.0,16.0,14.0,2.0,1
2,an amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws,15,5,0.0,0.0,0.0,1.0,0.0,0
1,its illegal for a state to say were simply going to cut off union contract negotiations theres a legal requirement that you are involved in good faith bargaining,15,1,1.0,1.0,1.0,1.0,0.0,13
2,dave brat worked on democrat gov tim kaines council of economic advisors while kaine tried to raise our taxes by over  billion,15,0,9.0,6.0,4.0,4.0,4.0,4
2,says hillary clinton and millennials have the same positions on climate change abortion rights immigration reform gay rights and college affordability donald trump doesnt,0,1,8.0,3.0,15.0,15.0,0.0,1
1,says donald trump has a long history of exporting jobs overseas,4,1,5.0,5.0,7.0,4.0,0.0,3
0,a defense bill includes language that would require military hospitals to provide abortions on demand,10,0,5.0,3.0,6.0,2.0,1.0,13
0,says gov scott walkers repeal of a  law has left wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck,15,1,5.0,5.0,11.0,8.0,3.0,6
3,says new jerseys prison system is  percent africanamerican even though our state is just  percent black,0,1,0.0,4.0,2.0,8.0,0.0,3
1,we are the only major country on earth that doesnt guarantee health care to all people as a right,0,3,18.0,12.0,22.0,41.0,0.0,12
3,do you know that statistically when you take the sat a second time one third of the people that take the sat even if theyve been studying will get a lower score than they did the first time around,15,1,0.0,0.0,0.0,0.0,0.0,1
4,on healthcaregov texan mark sullivan found a good health insurance plan that includes dental for less than  a month,15,1,1.0,0.0,1.0,3.0,1.0,13
3,sen obama has declared and repeatedly reaffirmed his intention to meet the president of iran without any preconditions,0,0,31.0,39.0,31.0,37.0,8.0,13
2,we see a quarterbillion dollars in a pension fund that needs to be funded at  billion,15,0,0.0,0.0,0.0,1.0,0.0,4
2,americans are  times as likely to die from gun violence as citizens of other civilized countries,12,2,0.0,0.0,0.0,1.0,0.0,1
5,says a canadian provincial prime minister came to ohio for his medical treatment because of the delay in canadian health care which would have endangered his life,7,0,0.0,1.0,1.0,1.0,3.0,3
3,there is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly  years,1,1,70.0,71.0,160.0,163.0,9.0,13
3,to vote in mexico every eligible mexican citizen has to have a tamperproof photoid card with a thumbprint and an embossed hologram,15,0,1.0,2.0,2.0,0.0,1.0,5
4,i would love to see us have in this country what i helped lead in arkansasamendment  which says that we believe life begins at conception and that we ought to do everything in the world possible to protect it until its natural conclusion,15,0,12.0,5.0,9.0,3.0,4.0,7
